date,aqs_site_id,poc,daily_max_8_hour_co_concentration,units,daily_aqi_value,daily_obs_count,percent_complete,aqs_parameter_code,aqs_parameter_desc,cbsa_code,cbsa_name,state_code,state,county_code,county,site_latitude,site_longitude,site_location
1980-07-12,10730027,true,0.9,ppm,10,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-07-13,10730027,true,1,ppm,11,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-07-14,10730027,true,2.1,ppm,24,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-07-15,10730027,true,1.3,ppm,15,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-07-16,10730027,true,1.2,ppm,14,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-07-17,10730027,true,1.2,ppm,14,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-07-18,10730027,true,1.4,ppm,16,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-07-19,10730027,true,1.5,ppm,17,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-07-20,10730027,true,0.5,ppm,6,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-07-21,10730027,true,0.8,ppm,9,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-07-22,10730027,true,0.7,ppm,8,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-07-23,10730027,true,1.1,ppm,13,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-07-24,10730027,true,1.4,ppm,16,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-07-25,10730027,true,0.7,ppm,8,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-07-26,10730027,true,0.9,ppm,10,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-07-27,10730027,true,0.5,ppm,6,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-07-28,10730027,true,1,ppm,11,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-07-29,10730027,true,2.2,ppm,25,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-07-30,10730027,true,1.7,ppm,19,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-07-31,10730027,true,0.9,ppm,10,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-08-06,10730027,true,2.5,ppm,28,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-08-07,10730027,true,2.3,ppm,26,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-08-08,10730027,true,2.1,ppm,24,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-08-09,10730027,true,3.3,ppm,38,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-08-10,10730027,true,1.2,ppm,14,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-08-11,10730027,true,1.2,ppm,14,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-09-13,10730027,true,0.6,ppm,7,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-09-14,10730027,true,1.5,ppm,17,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-09-15,10730027,true,2,ppm,23,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-09-16,10730027,true,1.6,ppm,18,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-09-17,10730027,true,1.7,ppm,19,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-09-18,10730027,true,2.5,ppm,28,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-09-19,10730027,true,1.3,ppm,15,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-09-20,10730027,true,0.3,ppm,3,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-09-21,10730027,true,0.3,ppm,3,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-09-22,10730027,true,0.6,ppm,7,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-09-23,10730027,true,1,ppm,11,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-09-24,10730027,true,1.4,ppm,16,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-09-25,10730027,true,1.9,ppm,22,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-09-26,10730027,true,1.5,ppm,17,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-09-27,10730027,true,1,ppm,11,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-09-28,10730027,true,0.7,ppm,8,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-09-29,10730027,true,1.1,ppm,13,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-01,10730027,true,2,ppm,23,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-02,10730027,true,1.9,ppm,22,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-03,10730027,true,1.8,ppm,20,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-04,10730027,true,1.1,ppm,13,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-05,10730027,true,0.7,ppm,8,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-06,10730027,true,2.3,ppm,26,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-07,10730027,true,4.7,ppm,53,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-08,10730027,true,2.7,ppm,31,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-09,10730027,true,4.7,ppm,53,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-13,10730027,true,3.3,ppm,38,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-14,10730027,true,5.9,ppm,65,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-16,10730027,true,1,ppm,11,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-17,10730027,true,0.6,ppm,7,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-18,10730027,true,0.7,ppm,8,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-19,10730027,true,0.9,ppm,10,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-20,10730027,true,2.7,ppm,31,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-21,10730027,true,4.4,ppm,50,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-22,10730027,true,3.3,ppm,38,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-23,10730027,true,1.2,ppm,14,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-24,10730027,true,0.5,ppm,6,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-25,10730027,true,2,ppm,23,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-26,10730027,true,2.5,ppm,28,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-27,10730027,true,1.7,ppm,19,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-28,10730027,true,1.1,ppm,13,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-29,10730027,true,1.7,ppm,19,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-30,10730027,true,2.6,ppm,30,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-10-31,10730027,true,5.6,ppm,62,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-11-06,10730027,true,2.6,ppm,30,18,75.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-11-13,10730027,true,3.2,ppm,36,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-11-14,10730027,true,1.9,ppm,22,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-11-15,10730027,true,1.7,ppm,19,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-11-16,10730027,true,1.3,ppm,15,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-11-17,10730027,true,1,ppm,11,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-11-18,10730027,true,1.7,ppm,19,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-11-19,10730027,true,2.2,ppm,25,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-11-20,10730027,true,4.1,ppm,47,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-11-21,10730027,true,4.1,ppm,47,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-11-22,10730027,true,3.7,ppm,42,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-11-23,10730027,true,1.6,ppm,18,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-11-24,10730027,true,2,ppm,23,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-11-25,10730027,true,2.4,ppm,27,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-11-26,10730027,true,1.9,ppm,22,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-11-28,10730027,true,1.4,ppm,16,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-11-29,10730027,true,3.5,ppm,40,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-11-30,10730027,true,3.6,ppm,41,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-12-01,10730027,true,0.9,ppm,10,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-12-02,10730027,true,1.3,ppm,15,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-12-03,10730027,true,2.1,ppm,24,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-12-04,10730027,true,6.4,ppm,70,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-12-20,10730027,true,0.8,ppm,9,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-12-21,10730027,true,1,ppm,11,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-12-22,10730027,true,0.8,ppm,9,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-12-23,10730027,true,1.2,ppm,14,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-12-24,10730027,true,1.3,ppm,15,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-12-25,10730027,true,0.7,ppm,8,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-12-26,10730027,true,1.4,ppm,16,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-12-27,10730027,true,1.6,ppm,18,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-12-28,10730027,true,2.2,ppm,25,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-12-29,10730027,true,3.8,ppm,43,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-12-30,10730027,true,1.9,ppm,22,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-12-31,10730027,true,2.6,ppm,30,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.498438648,-86.810545849,POINT(-86.810545849 33.498438648)
1980-01-01,10731003,true,1.6,ppm,18,19,79.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-01-02,10731003,true,5.1,ppm,57,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-01-03,10731003,true,5.5,ppm,61,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-01-04,10731003,true,1,ppm,11,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-01-05,10731003,true,2.4,ppm,27,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-01-06,10731003,true,3.6,ppm,41,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-01-07,10731003,true,0.8,ppm,9,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-01-08,10731003,true,1.7,ppm,19,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-01-09,10731003,true,1.6,ppm,18,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-01-31,10731003,true,0.9,ppm,10,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-01,10731003,true,1.4,ppm,16,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-02,10731003,true,1.4,ppm,16,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-03,10731003,true,1.6,ppm,18,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-04,10731003,true,1.3,ppm,15,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-05,10731003,true,1.4,ppm,16,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-06,10731003,true,1.5,ppm,17,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-07,10731003,true,1.6,ppm,18,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-08,10731003,true,1.7,ppm,19,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-09,10731003,true,1.6,ppm,18,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-12,10731003,true,1.5,ppm,17,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-13,10731003,true,4.3,ppm,49,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-14,10731003,true,8.1,ppm,87,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-15,10731003,true,7,ppm,76,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-16,10731003,true,1.8,ppm,20,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-17,10731003,true,1.1,ppm,13,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-18,10731003,true,2.9,ppm,33,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
1980-02-19,10731003,true,2,ppm,23,24,100.0000,42101,Carbon monoxide,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.4855560008686,-86.915,POINT(-86.915 33.4855560008686)
